"pvalue" "adjpvalue" "logFC"
"TTC17" 0.00125573706893541 0.00214167105687419 0.213163579193769
"KLHL3" 0.00125685452409442 0.00214335024520184 -0.442217866902559
"DMRT3" 0.00126015259312422 0.00214874734903272 0.795039325324156
"SYCP3" 0.00126152991872917 0.00215086350910318 -0.553509049424476
"TNIP3" 0.00126166034221744 0.00215086350910318 -0.771709429785442
"ABHD16A" 0.00126795491455888 0.00216136597092793 0.234036908576318
"SH2D5" 0.00127094071152003 0.00216622664441579 0.715703964182161
"TTC23" 0.00127381000745385 0.00217088774410643 -0.270587492075585
"G3BP1" 0.00127880599211998 0.00217917188028559 0.207382478568069
"PCMTD1" 0.00127958283541391 0.00218026532351478 -0.268750801115001
"LHX8" 0.00128057259229247 0.00218172127823864 0.67338119176673
"SMOC1" 0.00128143195992472 0.0021829548037205 1.25001215348408
"NUDT18" 0.00128651686820157 0.00219138563388142 -0.366263670392517
"CCNJL" 0.00129112232319014 0.00219899809405847 0.557112079213117
"TREX1" 0.00129460398055453 0.00220468361167752 0.301517526051609
"YIPF5" 0.001294733905996 0.00220468361167752 0.219932589888442
"TMC1" 0.00129695842676157 0.00220823841077139 0.528880664941553
"LGR5" 0.00129813290165245 0.00221000481008575 -0.926299373170199
"NKX6-3" 0.00130203747405409 0.00221618435928312 0.454350714682221
"HAGH" 0.00130203750936616 0.00221618435928312 -0.309316330351053
"NT5C" 0.00130585573483004 0.00222244878622705 0.368653367718043
"HTRA2" 0.0013075963086354 0.00222517628845541 0.25440374085851
"ZP1" 0.0013078804633276 0.00222526985665833 0.511500641651364
"LMO3" 0.00130792722680396 0.00222526985665833 -0.94907397761347
"PCSK1N" 0.00131350469104989 0.00223452348506947 1.11680159505619
"GPR137B" 0.00131556964859188 0.00223780034403485 -0.358794668572508
"FBXO9" 0.00132044190770733 0.00224585126325125 -0.229912889132979
"NUP160" 0.00132363839197942 0.00225105057193547 0.232232645165055
"TAF6L" 0.00132461495066581 0.00225247385759503 0.246086515229296
"CDC23" 0.00132801703046987 0.00225802094501882 0.172728427337814
"B4GALNT3" 0.00132863932142539 0.00225884089968063 0.635641541612942
"RDH14" 0.00132989565303039 0.00226073851051087 0.182192687275592
"ZNF878" 0.00133037359036916 0.00226111884092411 0.480041692883289
"FZR1" 0.00133039976442245 0.00226111884092411 0.254795416286485
"FBXO17" 0.0013326911167275 0.00226477452551868 -0.591920341388646
"STXBP5L" 0.00133290201849466 0.00226489429585972 0.843447136731438
"HAS3" 0.00133523294759671 0.00226861605517617 -0.822524582464554
"CYTH4" 0.0013392528446361 0.00227520635465933 -0.426119473714842
"IGBP1" 0.00134318440248344 0.00228164520565091 0.259467996270223
"PLEKHM1" 0.00134467397978646 0.0022839349852544 -0.265896214612018
"TRMT11" 0.00134572802954477 0.00228531003494178 0.236916690368799
"FCRLB" 0.00134576692367022 0.00228531003494178 0.4566905763353
"RMDN1" 0.00134791867782108 0.0022887230608039 -0.222778977031552
"HEPH" 0.00134958914557978 0.00229131824516382 -0.487251114860688
"PRRX1" 0.00135656927993319 0.00230292663046442 0.507834574171375
"PLEKHH3" 0.00135822340052522 0.00230549202558107 0.348863686302136
"UGT2B4" 0.00135974112954487 0.00230782538971158 -1.03394399935605
"ANXA2R" 0.00136043852733411 0.00230876609926051 0.448003158421826
"GAL3ST4" 0.00136303396935583 0.00231292739523831 0.437355905811275
"ZNF827" 0.0013634795793127 0.00231344015724118 0.306496838538868
"MAGEA10" 0.00136835246590347 0.00232146386058241 1.14424456414279
"SCUBE2" 0.00136866857876295 0.00232175594308663 -0.802840229928185
"MS4A6A" 0.00137355116785997 0.00232979354153049 -0.510771880471301
"TULP2" 0.00138319318473142 0.00234590145915174 -0.461016208735482
"FBXW5" 0.00138674548627316 0.00235167889266111 0.378289448931018
"MMP23B" 0.00139071342237104 0.00235815988114199 -0.495538250466411
"PPP4R2" 0.00139261665832927 0.0023611388712491 0.209752847844107
"NAPG" 0.00139355474116532 0.00236248101957699 0.246589055074372
"MRPL48" 0.00139389979012776 0.00236281762637632 0.303568248330813
"EID3" 0.0013947393886176 0.00236399239165755 -0.506016871063712
"FAM8A1" 0.00139509335547428 0.00236434388257272 -0.271465393425464
"ST18" 0.00139578449222846 0.00236510004863111 0.692258554134119
"ANAPC4" 0.00139583280816663 0.00236510004863111 0.221224272045261
"SACS" 0.00140864731395411 0.00238656224020649 0.378025520183328
"SMARCA4" 0.00141069639906573 0.00238978281908741 0.384509222634391
"PDZK1" 0.00141390551287214 0.00239496765565163 0.447313389304748
"HOMEZ" 0.00141447166585415 0.00239567504972819 0.254858778674741
"TIMMDC1" 0.00142071513821063 0.00240599689880294 0.224496191712855
"KIAA2026" 0.00142184489617741 0.00240765735752709 -0.290031111750237
"CWC15" 0.00142316574474734 0.00240953367566714 0.226014028641786
"ADD3" 0.00142325174084449 0.00240953367566714 -0.459019907321502
"MYSM1" 0.00142685969515339 0.00241538833156267 0.341814159979175
"VPS16" 0.00143388768887064 0.0024270305943745 0.227872340256744
"LAMTOR5" 0.00143884639184035 0.00243516825330462 0.3110999582315
"USP45" 0.00144116573336188 0.00243883769944326 0.28631988695523
"RPS21" 0.00144142685446232 0.00243902368187397 0.433732992214706
"C16orf74" 0.00144238783978281 0.0024403937341715 0.722805186817922
"SCART1" 0.00144335047344646 0.00244176628762512 0.680883403883496
"PKP2" 0.00144492278416131 0.00244416985692059 0.886487841998114
"B3GAT1" 0.00144944426227355 0.00245156108496331 0.942184419340296
"EXTL2" 0.00144983159498545 0.00245195908519664 -0.302119322818132
"AK9" 0.00145441962168508 0.00245946048208835 -0.350627496625261
"ZNF333" 0.00145601128266486 0.00246189390691912 -0.241944620395091
"TP53" 0.00147131142218781 0.0024875033467995 0.390674888734056
"PLAC8L1" 0.00147538168536814 0.00249412338363932 0.405630699400736
"ATP13A5" 0.0014773277994425 0.00249715154864892 -0.805549085481731
"VPS4B" 0.00148103629951844 0.00250315775698763 -0.215945898951718
"SLC18A3" 0.00148237442638988 0.00250515686538583 0.666381698285854
"IFT122" 0.00148277429273597 0.00250557009612766 -0.247010970125538
"ERRFI1" 0.00148913056948895 0.00251604724023541 0.55471756886245
"PPA2" 0.00149015463539765 0.00251751378593577 0.270457759691354
"PFKFB4" 0.0014913596610157 0.00251928571140785 0.462478549865671
"RPP25L" 0.00149377298533258 0.00252309817577015 0.351079769561624
"GSK3B" 0.0014939718778605 0.00252316988670283 -0.219303054584092
"ALDH8A1" 0.00149951413178276 0.00253226504361053 -0.518391604595425
"HAUS4" 0.00150156669788661 0.00253546579462031 0.304828499093441
"PSD4" 0.00150534500485149 0.00254157956487488 0.271331661976586
"NCOA2" 0.001505967424976 0.00254236430787502 0.307018489551488
"QPRT" 0.00151297595267454 0.00255392874313842 0.794565548873768
"DCLK1" 0.0015140356206056 0.00255545003398364 0.662343593175815
"PARP6" 0.00151424426681839 0.00255553476818184 0.296813445009329
"SFTA2" 0.00151592516137778 0.00255810388448025 -0.955217781636562
"STPG1" 0.0015188837639358 0.00256282835322947 -0.275955219585336
"RAB3D" 0.00152047462958912 0.00256524427830993 0.325171326044532
"PTGS2" 0.00152082475698981 0.00256556662540411 -0.945291694017747
"MID1" 0.00152166811880009 0.00256672088351043 -0.441134801929113
"BNIP1" 0.00152311453861233 0.00256889202062933 0.289179976412546
"WDR73" 0.00153106150862558 0.00258176659925301 0.235595595254453
"DOK4" 0.00153106810849123 0.00258176659925301 -0.524104728535795
"ZYG11B" 0.00153619208659004 0.00259013612425369 -0.220408127038733
"ZNF407" 0.00154021223947278 0.00259664296126857 -0.309076433150326
"SLC38A8" 0.00154099729899127 0.00259769496607757 0.790673335369762
"BLK" 0.00154265556866806 0.00260021858784064 0.791653172648401
"ANTXRL" 0.00154530757123032 0.00260441649073916 0.508249446696495
"ACTG1" 0.00154575800021656 0.00260490343595162 0.280194013725077
"NPTX1" 0.00154881952327302 0.00260979002202993 1.1906626833621
"FXYD4" 0.00155226807321927 0.00261532766666182 -1.10288799088665
"VCX" 0.00155590989050676 0.00262118974555918 0.635649913789756
"DDC" 0.00155738432143976 0.00262339965749368 -1.1738565328455
"GIN1" 0.00155939107769487 0.00262650571137641 -0.218906352227259
"SH3BGR" 0.00156159659678845 0.00262994586087512 -0.368660242050505
"FAM118B" 0.0015658647134851 0.00263685863059106 -0.292116736572788
"R3HCC1" 0.0015667189264251 0.00263802166868257 -0.2758207742411
"NFYC" 0.00156897975009117 0.00264155265023177 0.196080151520997
"HOXD13" 0.00157020109728704 0.00264333300262422 0.861197357998271
"SLC25A1" 0.00157112240334708 0.00264460793608694 0.327955991913244
"PDK2" 0.00158220189928663 0.00266297969671231 -0.323226218397813
"SETD1B" 0.00158277786359693 0.00266367113542935 0.240426437270412
"RPS6KA4" 0.00158428868561181 0.00266593554619019 0.299936780418366
"PDXP" 0.00158721320489923 0.00267057811201958 0.381865476426336
"SUPT20H" 0.00159307489237528 0.00268016114938155 0.21484900443203
"PLOD3" 0.00159599300556202 0.00268479048672401 0.318775373601964
"MROH5" 0.00160197896367792 0.00269457907030568 -0.536484102505123
"CCR9" 0.0016055293106718 0.00270026926504958 -0.540018586862896
"MAP3K10" 0.00160632187940389 0.00270132057062928 0.348766619159991
"POLR2M" 0.00160933352082256 0.00270610303975678 -0.221709470046658
"ERC2" 0.00161166916926432 0.00270974794444534 0.505983489322337
"EBAG9" 0.00161352062613284 0.00271257808827356 -0.246577248193927
"MAGEA1" 0.00161671937691786 0.00271767241587371 1.13586088315839
"HTR1F" 0.00161700468508007 0.00271786875423681 -0.579676193591037
"DDX46" 0.00162004912403309 0.00272270212790764 0.186578745725733
"B3GALT6" 0.00162415182885842 0.00272928971159121 0.259017312950933
"PRPF8" 0.00162430726899151 0.00272928971159121 -0.240557023826075
"ZNF140" 0.00162684312112219 0.0027332659063104 0.220707138778701
"CPS1" 0.00162839376031408 0.00273558618478345 1.59171860106826
"AGRN" 0.0016304666462055 0.00273878322606212 0.45436395360176
"NTF4" 0.00163167190137522 0.00274052234690003 -0.642227619412643
"GLTP" 0.0016341371415191 0.00274437712990021 -0.232874178872695
"RPL19" 0.00163649253647583 0.00274804665495248 0.312316077204303
"MFAP5" 0.00163993749917996 0.00275354485990773 -0.938986515537336
"RBFOX2" 0.00164335965024559 0.00275900362223494 -0.234117166992336
"FEZ2" 0.00165031041738501 0.00277021408870657 -0.21506310705891
"SKAP2" 0.00165038666422962 0.00277021408870657 -0.329417697063539
"CGA" 0.00165056737465361 0.00277021408870657 1.15085806080452
"CATSPER3" 0.00165072401305468 0.00277021408870657 0.320919912831996
"CHST10" 0.00165607346812183 0.00277890230621483 -0.46734694063463
"SDF4" 0.00166711797893336 0.00279714406347823 0.288518067633838
"UGP2" 0.00166798074685214 0.00279830054774061 0.208564812041718
"ZMAT4" 0.00166975429903861 0.00280098461666082 0.994658963496482
"HIGD1A" 0.00167078123807149 0.00280241582662802 -0.321679458088858
"KLHL13" 0.00167189418205271 0.00280399098079735 -0.690684197144366
"ZNF799" 0.00167370577259227 0.0028067374096632 -0.269679577560119
"SCPEP1" 0.00167498472491425 0.00280859014743133 -0.414119466792513
"KLK8" 0.00167879008365375 0.00281467830137748 1.24636351505824
"PRKCSH" 0.00167997468965946 0.00281637166297864 0.29743894364867
"TANGO6" 0.00168087824802017 0.00281759356290972 -0.226983525127557
"HELZ2" 0.00168147812815037 0.0028183062172854 0.408127425484618
"PLEKHG5" 0.00168570839714215 0.00282510294446235 0.42881402160734
"USP47" 0.00168671389326654 0.00282649437760998 -0.217223343051367
"C11orf54" 0.00169493772144142 0.00283998031468196 -0.311771555181303
"ARR3" 0.00169983543315201 0.00284789090072804 0.4370994634313
"S1PR2" 0.00170237515317911 0.00285184969314768 -0.272306853749458
"ZNF22" 0.00170279180578817 0.00285225143167073 -0.246124098931078
"SEC62" 0.00170802799964098 0.00286072519275279 -0.224905743478429
"PMEPA1" 0.00171026124406584 0.00286416816587456 0.490054353816765
"ANTXR1" 0.00171252434931951 0.00286766042672076 -0.490889805467569
"FRS3" 0.00171285900691074 0.00286792306887401 0.327052545390084
"SOCS5" 0.00171385988562694 0.00286930102712029 -0.219008874497591
"CSAG2" 0.00171646631222816 0.00287336638816067 0.755437056763895
"RHCG" 0.00172017733136941 0.00287927980257962 0.947714491825743
"APBB3" 0.00172217439458849 0.00288232342122214 0.393679788639378
"GLYATL1" 0.00172495294051597 0.00288667420394087 0.727639600013082
"MATN4" 0.00172544528520945 0.0028871985688498 -0.508682086914241
"RINL" 0.00172605643828586 0.00288792160716937 0.375700656289287
"MYO6" 0.00173183163210443 0.00289728372515427 0.317029242413955
"EIF4E1B" 0.00173602477157955 0.00290399746326557 0.712731116841764
"CUTA" 0.00174399463979818 0.00291702681170848 0.318975697689516
"FBXW7" 0.00174466020624783 0.00291783746024172 0.274038281991624
"INHBB" 0.00175743713882884 0.00293890135947852 0.697763635422325
"TMEM218" 0.00176086541282074 0.00294432907354195 -0.251058833064489
"CA6" 0.00176592697392538 0.00295248638565797 0.639971543593189
"STK24" 0.00176898776300258 0.00295729722527659 0.270309343169288
"CHST14" 0.00176938691675726 0.00295765795215854 -0.256835636027225
"PRPSAP2" 0.00177198137485377 0.00296168783368047 0.249094991454875
"PCID2" 0.00177411614004009 0.00296494862943805 0.251231447432473
"SYT5" 0.00177830373789123 0.00297163914094981 0.890629015614968
"RAB6A" 0.0017787828240809 0.00297213179007571 -0.204209035078663
"CCL17" 0.00177997210269869 0.00297381086020584 -0.808705975962177
"MAPK1" 0.00178131276264188 0.00297574247008295 -0.215489530405988
"CHSY3" 0.00178157353227938 0.00297586987387471 -0.503851368542241
"ADAM23" 0.00178255671720235 0.00297720382020884 -0.594686088700593
"CCDC30" 0.00178362682907752 0.00297868265957665 -0.434690507472054
"TPM3" 0.00178916928069977 0.00298762929168719 0.218192318578835
"NUCKS1" 0.00179406028868013 0.00299548637641012 0.237075105432828
"DYNLT3" 0.00179527750811515 0.00299720845962004 -0.255788860967287
"MGST3" 0.00179594268352848 0.00299800864651531 -0.281199693967227
"DCAF11" 0.00180077850722342 0.00300577010690329 -0.202308336307295
"ICAM3" 0.00180903281400042 0.00301923533288625 -0.50983417413082
"EHMT1" 0.00181175610129251 0.00302346757969445 0.214651233122236
"PLGRKT" 0.00181637168003615 0.00303085648947891 0.342903264564858
"SPAG9" 0.00181939998376511 0.00303559556616814 -0.281890252916332
"DAPK3" 0.0018290791687428 0.00305142924210309 -0.324260778349695
"TAF9B" 0.00182934718695173 0.00305156073827123 -0.261609096338569
"DZIP3" 0.00183303357571119 0.00305739385135944 -0.323056352426451
"TTC9" 0.00183875043212063 0.00306661211039952 0.473659337644242
"PHOSPHO2" 0.0018391748313914 0.00306700277662448 0.305217770765512
"RIC8A" 0.00183997748762352 0.00306802407710945 0.202095180689571
"MUC22" 0.00184344727798834 0.0030734919523128 0.846521562225181
"COL27A1" 0.00184932187045 0.00308296769493416 0.549399336884471
"NCOA3" 0.00185032413360051 0.00308431975515115 0.253309022602751
"ILDR1" 0.00185356652393688 0.0030894052355666 0.386783337893093
"PEX14" 0.00186096962434013 0.00310142375190968 -0.255268353440578
"MAP2K6" 0.0018613558229522 0.00310158027481629 0.583295226259352
"MKNK1" 0.00186144814063003 0.00310158027481629 -0.195539373789132
"NEDD4" 0.00186164062760707 0.00310158058905841 -0.36340813818497
"KRT6C" 0.00186228389965279 0.00310233185473041 0.855725330772541
"RCBTB1" 0.00187376905602877 0.0031211423220787 -0.219769338722211
"NTN1" 0.00187875668831367 0.00312912707825394 -0.687118181460653
"ASH1L" 0.00187947470435659 0.00312999974254698 0.317429501837159
"DDX53" 0.00188216783418626 0.00313416116018895 0.665372280507755
"XRCC6" 0.00188370030002821 0.00313638919574223 0.24091849893636
"GALM" 0.00188918465992783 0.00314519605491082 0.344712496565362
"NRAP" 0.00189067363651562 0.00314735009633196 0.672210512592367
"MMP7" 0.00189699728772599 0.00315755100657714 0.966351656079309
"TMBIM4" 0.00190340656751526 0.00316789232560661 -0.29435257970817
"FOSL2" 0.00190672068021473 0.00317308066974653 -0.369848501052254
"CCDC85C" 0.00190884945401604 0.00317629555801348 -0.304234137569218
"EML6" 0.00190932121625105 0.00317675282617219 0.557552923134629
"RDH13" 0.00191222853234271 0.00318126188738067 0.344110888442394
"NXT1" 0.0019151897018907 0.00318580876373709 0.339936028104666
"TMC4" 0.00191535666079475 0.00318580876373709 0.457312132846734
"CEL" 0.00192627009725724 0.00320363068660156 0.799952699706154
"ZNF721" 0.00193079113709468 0.00321081866689351 0.242578140798497
"TSPAN33" 0.00193431252833497 0.00321621660002278 0.443950203311985
"ZBED1" 0.00193443593755478 0.00321621660002278 0.282123122883663
"ZNF17" 0.0019378994625086 0.00322164300461773 -0.229165594327494
"IGF2R" 0.00194392426000757 0.00323132581569227 -0.297967371331511
"DDX51" 0.00194447221788812 0.00323190358638887 0.259314100965821
"CPB1" 0.00194582439533215 0.00323381779209811 -0.789632989265948
"TRAPPC4" 0.00195114538519882 0.0032423267996983 0.241484463451715
"GJB4" 0.00195493079832501 0.00324828256373587 0.896024182511655
"RNASEK" 0.00195638405849258 0.0032503624309257 -0.26606073107829
"ZNF654" 0.00196284215690568 0.00326075611790418 -0.238079503312857
"HCCS" 0.00196381140695736 0.00326203029689138 0.226462017515409
"CEP192" 0.00196572195921533 0.00326486762230296 0.314633064319662
"SENP8" 0.00197049262558182 0.00327245423785102 -0.293984729131446
"FBXO6" 0.00197291924357424 0.00327614686292689 0.387424632234948
"ANKRD33" 0.00197687076176998 0.003282370652315 0.472057207127267
"CELSR2" 0.0019851317789447 0.00329574786027783 0.434889381197578
"RABL2B" 0.0019873548498072 0.00329909905028205 -0.272441318006895
"RAC1" 0.00199169083243404 0.00330595671877417 0.224871505607875
"MRPS11" 0.00200267820841089 0.00332385231770522 0.233133108290418
"ANKRD46" 0.00200320249379212 0.0033243803912309 -0.29584886837479
"MFSD11" 0.00200528625332263 0.00332749608846097 0.209405308171377
"STPG2" 0.00200949015079362 0.00333412885939207 0.443631640388387
"SYNRG" 0.00201718277645366 0.00334654813838933 0.204070803546726
"NCR3LG1" 0.00201922782195669 0.00334959637358217 -0.616827004673248
"PLCZ1" 0.00202869600768431 0.00336492107335296 0.56673430580479
"COX7B2" 0.0020288832189446 0.00336492107335296 0.873816296135825
"SEC61B" 0.0020348893124653 0.00337453523758512 0.263516546956837
"KCTD19" 0.00203760012900278 0.00337868330221917 -0.641099365812213
"SOD2" 0.00204289181986996 0.00338710959731523 -0.392077148745281
"SP100" 0.00204780238188918 0.00339490231447123 -0.238158773638426
"ZNF487" 0.0020525573067848 0.00340243543690977 -0.298102674117271
"REG4" 0.00205446002133703 0.0034052395112676 1.07977634738573
"ZFAND2A" 0.00205566249206297 0.0034068824840201 0.361974957699988
"SRXN1" 0.00206081913833442 0.0034150777645326 0.672556506989468
"MFSD6L" 0.00206200906776308 0.00341669860837793 0.883953681043527
"ACTA2" 0.00206318730507158 0.00341829974766303 -0.462802857015271
"ADPRM" 0.0020636060224894 0.00341864231067497 -0.244493388023235
"USP16" 0.00206581268817346 0.00342174706450219 -0.178614886420655
"SIGLEC12" 0.00206590445248449 0.00342174706450219 -0.790822779217171
"GALNT10" 0.00207792388848583 0.00344130140644706 0.387290833038306
"GLT8D2" 0.00207959581180427 0.00344371671956787 -0.466698016138637
"TLE2" 0.00208058299041661 0.00344499774688734 -0.433885901888284
"CEBPZ" 0.0020867297852822 0.0034548208485749 0.192039928511996
"IQGAP1" 0.00209098741248807 0.00346151452078621 -0.238520417200819
"WWOX" 0.00209402289249889 0.00346618382934263 -0.305087757454481
"CDC25B" 0.00210424622594213 0.00348274883306522 0.389341034761389
"MAP2K3" 0.00211246481219303 0.00349599271043109 -0.281287812269636
"RNMT" 0.00211986613819845 0.00350754948996749 0.219367482314544
"RPL6" 0.00211988297031453 0.00350754948996749 0.270029226058399
"POLL" 0.00212469462455826 0.00351515023074164 0.19954303727998
"EDA2R" 0.00212957963965409 0.00352287077004931 -0.691641071211821
"ABHD1" 0.00213269287810568 0.00352765905352953 0.503943506829045
"HMX2" 0.00213709364544658 0.00353457582110418 0.463080009219594
"F2RL2" 0.00213759924824471 0.00353504955141382 0.738235402785253
"C2CD4B" 0.0021380895853058 0.00353549794150063 -0.717250905865366
"ECI1" 0.00214323052033885 0.00354363557791341 0.346900533946803
"SPIB" 0.00214930441169917 0.00355331394590979 0.741262169308689
"TACR2" 0.00215073404042278 0.00355531304068658 -0.463469775740048
"CEP97" 0.00215507303599834 0.00356212061873511 0.281238824921593
"COG3" 0.00216762215246213 0.0035824959214122 0.213956078205082
"ARMCX4" 0.00216959190262844 0.00358538399564488 -0.396930630351886
"EIF3J" 0.00217935274639684 0.00360114542020639 0.220613046608147
"TUBGCP4" 0.00218256449951849 0.00360608305805508 0.231139459146307
"PCIF1" 0.00219073626434389 0.00361921388995212 -0.226150323205805
"MAPK8IP2" 0.00219318098014633 0.0036228816088468 0.705594439740448
"ITGB6" 0.00220068468566498 0.00363490458731085 -0.593083367345913
"ATP4A" 0.00220159386235707 0.00363603393466692 0.468630551677328
"DIMT1" 0.00220665121683945 0.00364401325651721 0.204333130555343
"KIF7" 0.00220851309013594 0.00364671454041796 0.449048294249406
"ASIP" 0.00220912712141976 0.00364735503545698 0.330670749845896
"DCLK3" 0.00221140317671975 0.00365073918498596 0.460840531450235
"PHC1" 0.00221181893182125 0.0036510518423237 -0.31119463676853
"CPLX1" 0.00221447008626083 0.00365505403410775 0.613235607798907
"ZNF836" 0.00221754989854987 0.00365976284802117 -0.264676983439279
"DRAP1" 0.00221808242848952 0.00366026718734474 0.363977746594925
"KRTAP3-1" 0.0022216466643068 0.00366577381571401 0.612996591494345
"NDP" 0.00222441420919484 0.00366996489158179 0.867244899352442
"CHERP" 0.00222897261148747 0.00367710946616358 0.241587907244377
"ACADS" 0.00223322126883916 0.00368374164912117 -0.405236502132288
"ANXA11" 0.00223401843370878 0.0036846797542989 -0.238609957402711
"PLRG1" 0.00223949069856935 0.00369332775840747 0.186409902111879
"MSANTD3" 0.00225021059915173 0.00371062741577734 0.253185561729985
"HES4" 0.00225071831499304 0.00371108522822763 0.533628427325182
"PSTK" 0.00225417245719245 0.0037164006503176 0.277452427281296
"AUH" 0.00225791068191731 0.00372218329810346 -0.242251605684148
"HR" 0.00226033370244856 0.00372579686119498 -0.651705282042239
"STAT3" 0.00226095933183451 0.0037264472780665 -0.195774547374824
"CDC42" 0.00226251400772047 0.00372862863293384 -0.222912462777325
"SMIM12" 0.00226593178430948 0.00373387962291863 -0.21262172951058
"CADPS" 0.00226736380734861 0.00373585768196198 -0.716360393421777
"SCRG1" 0.00226883079553064 0.00373789294189107 -0.591002558823375
"MAGEA11" 0.0022708712379917 0.00374087245404639 0.76201509464636
"CDC40" 0.00227156822253759 0.00374163846622843 -0.214536372297392
"GOLGA8N" 0.00227256713722588 0.00374290159872524 -0.458074685734005
"ARNT" 0.00228214848686101 0.0037582982381643 -0.210882650816002
"PROCA1" 0.00230110897532579 0.00378913595334657 0.426221928874931
"SEMA3F" 0.00230247159745344 0.00379099269041717 -0.417931320569988
"S100A11" 0.00230342446864186 0.00379217446715573 0.392482434073668
"CDK6" 0.00230471482803323 0.00379391155963952 -0.522765863030456
"GPR137" 0.00230626419862529 0.0037960746259442 0.298821048796039
"STX10" 0.0023103197543714 0.00380236197125064 0.306654153327727
"RGPD8" 0.00231175196861455 0.00380433093580085 -0.43253904687444
"GFRA3" 0.0023240515573956 0.00382418155164594 1.24784674091684
"EXOC3L2" 0.00233161816978676 0.00383624089161385 -0.40576789139688
"CHGA" 0.00233428974264662 0.00384024472247525 -0.980417304594764
"CMBL" 0.00233808937045055 0.00384610336114197 0.708742596121277
"HORMAD2" 0.00234076550365314 0.00385011287053045 0.569752466123252
"GTF2F2" 0.00234307820637934 0.00385352384936192 0.202200510315341
"CSAG3" 0.00234332801549515 0.00385354175794467 0.837683257221862
"ZNF555" 0.00234902334419454 0.00386251376475826 -0.250406638358075
"ZNF91" 0.00234971382325269 0.00386325527576378 0.367693963243204
"SMCO4" 0.00235526444192733 0.00387198656445274 0.314543026115394
"FOXP4" 0.00235924923423992 0.00387811493675632 0.3681505502041
"EPHB1" 0.00235947311515839 0.00387811493675632 0.695807296524182
"TXNL4A" 0.00236590643454377 0.00388829273311153 0.243127635485086
"SERPINA6" 0.00236761502046635 0.00389070429598592 -0.715286503247332
"DUSP15" 0.00236904855919044 0.00389266342819708 -0.516379546772108
"CACUL1" 0.0023703254513513 0.00389425328603893 0.18999379245508
"LAMTOR3" 0.00237049902426252 0.00389425328603893 -0.206612339678695
"STT3B" 0.00237095599678837 0.00389460731970665 0.201762703219355
"OTUB1" 0.00237319479449598 0.0038978878656238 0.270097244526723
"MYO1G" 0.00238067424502421 0.00390977445249928 -0.625010605502237
"LYPLAL1" 0.00238739100899302 0.00392040618856123 0.282998307772458
"RRAGC" 0.00239176296585577 0.00392718567405962 -0.208526937612261
"SREK1" 0.00240429691284359 0.00394736409886545 0.245704002477892
"RBM46" 0.0024046604507228 0.00394755912567002 0.58870442990146
"PGGT1B" 0.00241233817235124 0.0039597600632865 -0.221391095041979
"CALML5" 0.00241346450665311 0.00396120576247156 1.03373295660112
"CYB561D2" 0.00241677470300077 0.00396623516327833 0.273791564706281
"PLK2" 0.00242220523198076 0.00397474292263889 -0.430844179386632
"SLC25A44" 0.00242546791917898 0.00397960078598369 0.200104990448317
"MBOAT2" 0.00242565908159251 0.00397960078598369 0.431504052968912
"EPS8" 0.00243341572302936 0.00399192048380192 0.411833023532791
"ZMYM5" 0.00244945651489793 0.00401782610889746 0.218121104747121
"ZBTB39" 0.00245204661109476 0.0040216656284673 0.273839104435883
"CEACAM19" 0.00245360948616099 0.00402381976637423 0.493380338627206
"PPOX" 0.00246517921457863 0.00404238263033131 0.306468134085104
"NUCB2" 0.00246931065544076 0.00404874571125385 0.294835944035665
"SLC52A1" 0.00247262267396082 0.00405376408907441 0.669634814300486
"UGT3A2" 0.00247916860323116 0.00406408277279351 0.642676801807991
"PHOX2B" 0.00248161369410072 0.00406767756830798 0.636724488107214
"TTC6" 0.00248314902175684 0.0040697805682264 0.645697156510483
"DENND2D" 0.00248524743147656 0.00407280591569655 0.247824706899807
"MEI1" 0.00248870297213686 0.00407805447908111 0.521069369379477
"DSC2" 0.00248983135096075 0.00407948901459223 0.491962614060501
"ZNF133" 0.00249067778437526 0.00408046134933352 0.25424682741102
"FIGN" 0.00249864576584685 0.00409309948784724 -0.55452823591872
"ERICH6B" 0.00250787144947444 0.00410779512628956 0.380497920547057
"RGL3" 0.00251058773525182 0.00411182672439851 0.499312070270629
"MED9" 0.00251636469025021 0.00412086974200889 0.217645763039602
"BCL7C" 0.00251914618603157 0.004125005973046 0.302611068585114
"SLCO1C1" 0.00252598015827175 0.00413577646662928 -0.483039494463096
"PDCL2" 0.00252928095236499 0.00414076050352161 0.480693328152399
"KIAA1671" 0.00252959900544431 0.00414086089097851 -0.327272611677725
"LRRTM3" 0.00253126886722011 0.00414317389480345 -0.589167690082057
"DSCAM" 0.00254132025990659 0.00415920390380856 -0.684526391995634
"NDUFS3" 0.00254725797827786 0.00416849877553202 0.263204700238969
"EPB42" 0.00254917063297236 0.00417120555333379 -0.416658020117599
"CEP135" 0.00256104533891721 0.00419021102367576 0.252580454259381
"PLIN4" 0.00257823854691286 0.00421791353313293 -0.639456887796467
"MTUS2" 0.00257886080137284 0.00421850363745867 -0.668025627394149
"ZSWIM3" 0.00258670787804216 0.00423091079656648 0.248402145460065
"THAP6" 0.0026072029274362 0.00426400081287959 0.201668682969251
"MKLN1" 0.00263065555383538 0.00430192065576506 0.265780336237648
"DRG1" 0.00263192861209287 0.00430356615819606 0.241855156977626
