Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
RPL13A	23521	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism	Particulate Matter	1.89	3
ATP5PD	10476	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism			1
CCT5	22948	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism			1
GRWD1	83743	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism			1
MIR130A	406919	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	marker/mechanism			1
MIR362	574030	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	marker/mechanism			1
MIR497	574456	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	marker/mechanism			1
TPI	43582	Adenocarcinoma of Lung	MESH:D000077192	marker/mechanism			1
TNFSF10	8743	Adenocarcinoma of Lung	MESH:D000077192	therapeutic	Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Docetaxel|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|sanguinarine|Urethane	22.39	16
FAS	355	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Asbestos|Cacodylic Acid|Cisplatin|Docetaxel|Epinephrine|Genistein|Mitomycin|osthol|Paclitaxel|Particulate Matter|Pemetrexed|Propranolol|Resveratrol|sanguinarine|trichostatin A|Urethane|Vehicle Emissions|Vinorelbine	37.62	22
MICB	4277	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Erlotinib Hydrochloride|Gefitinib|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	34.93	19
BCL2L11	10018	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Asbestos|Cisplatin|Crizotinib|Docetaxel|Erlotinib Hydrochloride|Gefitinib|osthol|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	34.88	28
CXCL5	6374	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine	33.68	15
GADD45A	1647	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|Docetaxel|Gefitinib|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine	32.57	25
MAPK1	5594	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|Cacodylic Acid|Cisplatin|Crizotinib|Docetaxel|Epinephrine|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|NVP-TAE684|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|osthol|Paclitaxel|Particulate Matter|Phosphates|Propranolol|Quinpirole|Resveratrol|sanguinarine|Theophylline|tomatidine|trichostatin A|Urethane|Vehicle Emissions	32.36	38
EGF	1950	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|benz(a)anthracene|Cisplatin|Crizotinib|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|NVP-TAE684|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	32.35	27
RAF1	5894	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Genistein|N-nitroso-tris-chloroethylurea|Paclitaxel|Phosphates|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	32.24	20
TGFA	7039	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Crizotinib|Erlotinib Hydrochloride|Gefitinib|Genistein|NVP-TAE684|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	32.01	22
AKT1	207	Adenocarcinoma of Lung	MESH:D000077192		3,4',5-trimethoxystilbene|4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Crizotinib|Docetaxel|Epinephrine|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|N-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine|N-nitroso-tris-chloroethylurea|NVP-TAE684|osthol|Paclitaxel|Particulate Matter|Phosphates|Propranolol|Resveratrol|trichostatin A|Vehicle Emissions	31.98	33
GDF15	9518	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Erlotinib Hydrochloride|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Urethane|Vehicle Emissions	31.49	20
ELK1	2002	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Erlotinib Hydrochloride|Genistein|Paclitaxel|Particulate Matter|Propranolol|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	30.84	16
BRCA1	672	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|Cisplatin|Erlotinib Hydrochloride|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane	30.75	21
MAPK3	5595	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Crizotinib|Docetaxel|Epinephrine|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|NVP-TAE684|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|osthol|Paclitaxel|Particulate Matter|Phosphates|Propranolol|Quinpirole|Resveratrol|sanguinarine|Theophylline|tomatidine|trichostatin A|Urethane|Vehicle Emissions	30.50	36
MMP9	4318	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|osthol|Paclitaxel|Particulate Matter|Propranolol|Quinpirole|Resveratrol|sanguinarine|tomatidine|trichostatin A|Urethane|Vehicle Emissions	29.58	28
MKI67	4288	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Docetaxel|Gefitinib|Genistein|osthol|Particulate Matter|Propranolol|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	29.37	22
CLDN2	9075	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|benz(a)anthracene|Cisplatin|Gefitinib|Genistein|Particulate Matter|Resveratrol|sanguinarine|Urethane|Vehicle Emissions	29.15	16
SRGN	5552	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|benz(a)anthracene|Cisplatin|Mitomycin|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|trichostatin A|Vehicle Emissions|Vinblastine	29.15	13
XIAP	331	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Crizotinib|Docetaxel|Genistein|Mitomycin|Paclitaxel|Resveratrol|sanguinarine|Theophylline|trichostatin A|Vehicle Emissions	29.05	20
MAPK8	5599	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|Cacodylic Acid|Cisplatin|Gefitinib|Mitomycin|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|osthol|Paclitaxel|Particulate Matter|Resveratrol|sanguinarine|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	29.01	27
PTMA	5757	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|N-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine|Particulate Matter|Resveratrol|Theophylline|Vehicle Emissions	28.96	13
BAD	572	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	28.89	20
BIRC5	332	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Crizotinib|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|osthol|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	28.85	28
CFD	1675	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	28.84	16
FGF2	2247	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Docetaxel|Gefitinib|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	28.78	21
TRAF1	7185	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Paclitaxel|Particulate Matter|Pemetrexed|Resveratrol|Theophylline|Urethane|Vehicle Emissions|Vinorelbine	28.78	14
TIFA	92610	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|benz(a)anthracene|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	28.76	11
CCNG1	900	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|Mitomycin|Paclitaxel|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	28.31	17
VEGFC	7424	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Genistein|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Urethane|Vinblastine	28.30	15
ABCC5	10057	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|benz(a)anthracene|Cisplatin|Docetaxel|Genistein|Paclitaxel|Particulate Matter|Pemetrexed|Resveratrol|Urethane|Vehicle Emissions	28.23	16
TPD52L1	7164	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|N-nitroso-tris-chloroethylurea|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine	28.00	12
GSTP1	2950	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|Docetaxel|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|sanguinarine|Theophylline|trichostatin A|Vehicle Emissions|Vinblastine	27.92	19
TWIST1	7291	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Cisplatin|Crizotinib|Erlotinib Hydrochloride|Gefitinib|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	27.91	21
BMP2	650	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Epinephrine|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Phosphates|Resveratrol|trichostatin A|Vehicle Emissions	27.84	15
TFAP2A	7020	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	27.83	16
CSF3	1440	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Asbestos|Cisplatin|Erlotinib Hydrochloride|Genistein|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|Vehicle Emissions	27.79	18
STAT3	6774	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cacodylic Acid|Cisplatin|Crizotinib|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|NVP-TAE684|Paclitaxel|Particulate Matter|Propranolol|Resveratrol|Theophylline|Urethane|Vehicle Emissions|Vinblastine	27.75	28
RELA	5970	Adenocarcinoma of Lung	MESH:D000077192		3,4',5-trimethoxystilbene|4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|Epinephrine|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|osthol|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|tomatidine|trichostatin A|Urethane|Vehicle Emissions	27.69	32
TNFRSF10B	8795	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|benz(a)anthracene|Cisplatin|Docetaxel|Genistein|osthol|Paclitaxel|Particulate Matter|Pemetrexed|Resveratrol|sanguinarine|trichostatin A|Vehicle Emissions	27.62	15
EPCAM	4072	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Crizotinib|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine|Vinorelbine	27.59	17
ITGB1	3688	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|benz(a)anthracene|Cacodylic Acid|Cisplatin|Epinephrine|Erlotinib Hydrochloride|Gefitinib|Genistein|Paclitaxel|Particulate Matter|Resveratrol|Vehicle Emissions	27.59	20
MDM2	4193	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|benz(a)anthracene|Cacodylic Acid|Cisplatin|Docetaxel|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	27.59	20
ADM	133	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cacodylic Acid|Cisplatin|N-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine|Particulate Matter|Propranolol|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	27.54	16
ARF1	375	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Erlotinib Hydrochloride|Genistein|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Vehicle Emissions	27.49	12
RNFT2	84900	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	27.46	10
TFPI2	7980	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|benz(a)anthracene|Cisplatin|Mitomycin|Paclitaxel|Resveratrol|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	27.43	12
ZNF33B	7582	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Particulate Matter|Resveratrol|trichostatin A|Urethane	27.35	11
CDKN1A	1026	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Pemetrexed|Resveratrol|sanguinarine|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	27.33	29
PLAU	5328	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Gefitinib|Genistein|Mitomycin|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions|Vinblastine	27.30	19
JUN	3725	Adenocarcinoma of Lung	MESH:D000077192		3,4',5-trimethoxystilbene|4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Asbestos|benz(a)anthracene|Cacodylic Acid|Cisplatin|Docetaxel|Genistein|N-nitroso-tris-chloroethylurea|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	27.23	26
RB1	5925	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Urethane	27.10	24
YPEL5	51646	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	27.07	13
CDK1	983	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cisplatin|Docetaxel|Gefitinib|Genistein|Mitomycin|N-nitroso-tris-chloroethylurea|osthol|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vinblastine	27.04	23
MYBBP1A	10514	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.97	12
NOD1	10392	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Genistein|Paclitaxel|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions	26.86	12
TIMP1	7076	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Genistein|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|tomatidine|Urethane|Vehicle Emissions|Vinblastine	26.83	21
AREG	374	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|benz(a)anthracene|Cisplatin|Erlotinib Hydrochloride|Gefitinib|Genistein|N-nitroso-tris-chloroethylurea|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	26.77	18
LIFR	3977	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Asbestos|Cisplatin|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.75	14
ITGA2	3673	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|benz(a)anthracene|Epinephrine|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.67	14
FASLG	356	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Asbestos|Cacodylic Acid|Cisplatin|Epinephrine|Gefitinib|Genistein|Mitomycin|Paclitaxel|Particulate Matter|Resveratrol|sanguinarine|Vinblastine	26.59	19
TSC22D1	8848	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Gefitinib|Genistein|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.59	18
CASP7	840	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Crizotinib|Docetaxel|Genistein|Mitomycin|O(2)-(2,4-dinitrophenyl) 1-((4-ethoxycarbonyl)piperazin-1-yl)diazen-1-ium-1,2-diolate|Paclitaxel|Particulate Matter|Propranolol|Resveratrol|trichostatin A|Vehicle Emissions|Vinorelbine	26.47	21
BBC3	27113	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Asbestos|Cisplatin|Erlotinib Hydrochloride|Paclitaxel|Particulate Matter|Resveratrol|sanguinarine|trichostatin A|Urethane|Vehicle Emissions	26.36	18
MMP2	4313	Adenocarcinoma of Lung	MESH:D000077192		3,4',5-trimethoxystilbene|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Erlotinib Hydrochloride|Genistein|osthol|Paclitaxel|Particulate Matter|Propranolol|Resveratrol|sanguinarine|tomatidine|trichostatin A|Urethane|Vehicle Emissions	26.34	21
XBP1	7494	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cacodylic Acid|Cisplatin|Erlotinib Hydrochloride|Gefitinib|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.33	22
CDH1	999	Adenocarcinoma of Lung	MESH:D000077192		3,4',5-trimethoxystilbene|4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cacodylic Acid|Cisplatin|Erlotinib Hydrochloride|Gefitinib|Genistein|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.22	24
ABCG2	9429	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Crizotinib|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Urethane|Vehicle Emissions	26.16	25
ERBB2	2064	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|benz(a)anthracene|Cisplatin|Docetaxel|Gefitinib|NVP-TAE684|Paclitaxel|Particulate Matter|Resveratrol|Urethane|Vehicle Emissions|Vinblastine	26.06	19
EEF1A2	1917	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|N-nitroso-tris-chloroethylurea|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	25.92	11
SOX8	30812	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Genistein|N-nitroso-tris-chloroethylurea|Particulate Matter|trichostatin A|Urethane|Vehicle Emissions	25.91	10
AHCYL1	10768	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Cisplatin|Genistein|Mitomycin|trichostatin A|Urethane|Vehicle Emissions	25.54	10
KIF21B	23046	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Particulate Matter|trichostatin A|Urethane|Vehicle Emissions	25.54	12
PAK3	5063	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Asbestos|benz(a)anthracene|Cisplatin|Genistein|Resveratrol|trichostatin A|Vehicle Emissions	25.54	10
LGALS3	3958	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Genistein|Mitomycin|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Vehicle Emissions	25.52	14
CAV1	857	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|benz(a)anthracene|Cisplatin|Gefitinib|Genistein|Paclitaxel|Particulate Matter|Resveratrol|Theophylline|trichostatin A|Vehicle Emissions	25.51	18
SMAD3	4088	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Arsenic Trioxide|Asbestos|Cisplatin|Genistein|N-nitroso-tris-chloroethylurea|osthol|Paclitaxel|Particulate Matter|Resveratrol|trichostatin A|Vehicle Emissions	25.51	16
CCNB1	891	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cisplatin|Docetaxel|Erlotinib Hydrochloride|Gefitinib|Genistein|Mitomycin|osthol|Paclitaxel|Resveratrol|trichostatin A|Urethane|Vinblastine	25.50	23
ABCC2	1244	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Air Pollutants|Arsenic Trioxide|Cacodylic Acid|Cisplatin|Docetaxel|Genistein|Paclitaxel|Particulate Matter|Propranolol|Resveratrol|trichostatin A|Urethane|Vehicle Emissions|Vinblastine	25.47	20
