Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
AVPI1	60370	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
BCAN	63827	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Urethane	8.43	5
BTBD10	84280	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Theophylline	8.43	4
CDCA2	157313	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Resveratrol|trichostatin A|Urethane	8.43	6
CDCA7L	55536	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
DCP1A	55802	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.43	4
DNAJC18	202052	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.43	4
DTX4	23220	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
F12	2161	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
FERMT1	55612	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
GALNT10	55568	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
GLIPR2	152007	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
GTPBP4	23560	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
LGALS2	3957	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
MAGI1	9223	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
MEIS1	4211	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
MYO1D	4642	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
NRXN3	9369	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
NUDT11	55190	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.43	4
OGFRL1	79627	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
OTUB2	78990	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
PEG10	23089	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
PHF20L1	51105	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
PLD2	5338	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
PLS1	5357	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
PLXNC1	10154	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
RAD51B	5890	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
RBM47	54502	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
SATB2	23314	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
SETD3	84193	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.43	4
SIRT2	22933	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
SLC12A4	6560	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
SLC20A2	6575	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
TENM3	55714	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
TLE4	7091	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.43	1
TNFSF12	8742	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.43	2
YAP1	10413	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Theophylline|trichostatin A	8.43	5
ZNF704	619279	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Genistein	8.43	4
AK7	122481	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter|trichostatin A	8.42	4
CD72	971	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Resveratrol|Vehicle Emissions	8.42	3
CLEC4A3	73149	Adenocarcinoma of Lung	MESH:D000077192		Paclitaxel|Particulate Matter|Vehicle Emissions	8.42	6
COQ6	51004	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|Vehicle Emissions	8.42	5
FBXO8	26269	Adenocarcinoma of Lung	MESH:D000077192		Theophylline|Urethane|Vehicle Emissions	8.42	4
GAMT	2593	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Paclitaxel|Particulate Matter|Urethane	8.42	8
GPR132	29933	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|Vehicle Emissions	8.42	5
GPR65	8477	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|Vehicle Emissions	8.42	5
HEMK1	51409	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Theophylline|Urethane	8.42	5
ISLR2	57611	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter|trichostatin A	8.42	4
LIX1L	128077	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Particulate Matter	8.42	6
METTL7A	25840	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Asbestos, Amphibole|Tobacco Smoke Pollution	8.42	2
RCBTB1	55213	Adenocarcinoma of Lung	MESH:D000077192		Resveratrol|trichostatin A|Vehicle Emissions	8.42	3
SHMT2	6472	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Particulate Matter|Resveratrol	8.42	6
SLC30A6	55676	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Resveratrol|Vehicle Emissions	8.42	3
TMEM150C	441027	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|Vehicle Emissions	8.42	5
TNFRSF18	8784	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|trichostatin A	8.42	5
WDHD1	11169	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Urethane	8.42	2
ZNRF3	84133	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|trichostatin A	8.42	5
ADAMTS6	11174	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Urethane	8.41	5
ARHGAP26	23092	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
ATP5L	27425	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter|Resveratrol|Vehicle Emissions	8.41	4
ATP5ME	521	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Vinblastine	8.41	5
CCL9	20308	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Particulate Matter|Vehicle Emissions	8.41	6
CEP78	84131	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Genistein|Resveratrol	8.41	3
COX10	1352	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Particulate Matter|Vehicle Emissions	8.41	5
DEGS2	123099	Adenocarcinoma of Lung	MESH:D000077192		Genistein|N-nitroso-tris-chloroethylurea|Vehicle Emissions	8.41	3
DHODH	1723	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
EFHD2	79180	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
EVI2A	2123	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
F13A1	2162	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|tremolite	8.41	2
HMCN1	83872	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
KCNK5	8645	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
KCTD15	79047	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
KLF7	8609	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
LSR	51599	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
MCPH1	79648	Adenocarcinoma of Lung	MESH:D000077192		trichostatin A|Urethane|Vehicle Emissions	8.41	4
MRPL12	6182	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
NTN4	59277	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
PDL1	100196322	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Resveratrol	8.41	3
PHLDB1	23187	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
PIGW	284098	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Urethane	8.41	5
PRPF4	9128	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter|Resveratrol|Vehicle Emissions	8.41	4
PRXL2A	84293	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
PTBP1	5725	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
PTPRZ1	5803	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
RIN2	54453	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
RPL5	6125	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
SLC25A12	8604	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
SLCO4C1	353189	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
SNRNP35	11066	Adenocarcinoma of Lung	MESH:D000077192		trichostatin A|Urethane|Vehicle Emissions	8.41	4
STEAP4	79689	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|tremolite	8.41	2
TAPBP	6892	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.41	2
TIMM22	29928	Adenocarcinoma of Lung	MESH:D000077192		Paclitaxel|Particulate Matter|Resveratrol	8.41	6
TNFRSF10D	8793	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
TNNI2	7136	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
UBA7	7318	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.41	1
UTP18	51096	Adenocarcinoma of Lung	MESH:D000077192		trichostatin A|Urethane|Vehicle Emissions	8.41	4
BASP1	10409	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|tremolite	8.40	2
CCDC82	79780	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene|Theophylline|trichostatin A	8.40	3
CGM4	24257	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
CLCA3	281694	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
CTSQL2	408201	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
CYTH3	9265	Adenocarcinoma of Lung	MESH:D000077192		Genistein|trichostatin A|Urethane	8.40	3
DOS	38321	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
GALNT14	79623	Adenocarcinoma of Lung	MESH:D000077192		Genistein|Particulate Matter|Vehicle Emissions	8.40	4
HPS6	79803	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|Urethane	8.40	6
ISPD	420591	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
LRRC41	10489	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|trichostatin A	8.40	4
LYPLA2	11313	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Vehicle Emissions	8.40	5
MAPK8	5599	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution|Urethane	8.40	2
MIR135A1	406925	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
MIR365-1	723899	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
MIR466	100423038	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
NEB	4703	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Urethane	8.40	2
OLFR455	546896	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
OLFR829	259070	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
PPP1R2-PS3	546723	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
PRL3D4	24282	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
PROCR	10544	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Particulate Matter|Vehicle Emissions	8.40	6
RNLS	55328	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Vehicle Emissions	8.40	5
RPL34-PS1	619547	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter	8.40	3
TTLL5	23093	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|trichostatin A|Vehicle Emissions	8.40	3
VPS8	23355	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|trichostatin A|Vehicle Emissions	8.40	3
ARAP2	116984	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
ATP6V0A1	535	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
AUH	549	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
B3GNTL1	146712	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Vehicle Emissions	8.39	4
BLNK	29760	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
C1GALT1C1L	728819	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Urethane	8.39	4
CARM1	10498	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Genistein	8.39	5
CDV3	55573	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
CES1D	104158	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
CHRNA3	1136	Adenocarcinoma of Lung	MESH:D000077192		Genistein|Particulate Matter|trichostatin A|Vehicle Emissions	8.39	4
CHUK	1147	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cacodylic Acid|Cisplatin|Resveratrol|Vehicle Emissions	8.39	7
COQ10B	80219	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
CSNK1E	1454	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
CYBA	1535	Adenocarcinoma of Lung	MESH:D000077192		Arsenic Trioxide|Cisplatin|Genistein|Particulate Matter|Resveratrol	8.39	8
DAPK3	1613	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
DPT	1805	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
EPB41L5	57669	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
ESRRB	2103	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Vehicle Emissions	8.39	4
FGD1	2245	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter|Vehicle Emissions	8.39	4
FMNL1	752	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Particulate Matter	8.39	5
GPATCH4	54865	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
GPC4	2239	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
HSPB11	51668	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
ID3	3399	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Particulate Matter|Resveratrol|Vehicle Emissions	8.39	7
ITFG2	55846	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|trichostatin A	8.39	5
LARP1B	55132	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
LATS2	26524	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
LHX2	9355	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
MARCO	8685	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
MBNL1	4154	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
NAA20	51126	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Particulate Matter|Vehicle Emissions	8.39	4
NPL	80896	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
NRIP3	56675	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
NXF1	10482	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
OLFR360	258615	Adenocarcinoma of Lung	MESH:D000077192		Genistein|Vehicle Emissions	8.39	2
OLFR399	259006	Adenocarcinoma of Lung	MESH:D000077192		Genistein|Vehicle Emissions	8.39	2
OLFR558	259097	Adenocarcinoma of Lung	MESH:D000077192		Genistein|Vehicle Emissions	8.39	2
PDE1A	5136	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
PIDD1	55367	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
PLIN4	729359	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
RAB8B	51762	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
RNASE6	6039	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|N-nitroso-tris-chloroethylurea|Particulate Matter	8.39	5
SCNN1B	6338	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
SEC22A	26984	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|trichostatin A	8.39	5
SGMS2	166929	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
SLC16A8	23539	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Particulate Matter	8.39	5
SLC39A6	25800	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
SLC6A18	348932	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Genistein|Vehicle Emissions	8.39	4
SPOCD1	90853	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|trichostatin A	8.39	5
TBC1D10A	83874	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Urethane|Vehicle Emissions	8.39	5
TIMM10B	26515	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
TM2D1	83941	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Particulate Matter	8.39	5
TMEM158	25907	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.39	1
UBE2B	7320	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
VIPR1	7433	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.39	2
ZNFX1	57169	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Particulate Matter	8.39	5
ADIPOR2	79602	Adenocarcinoma of Lung	MESH:D000077192		Genistein|Resveratrol|trichostatin A|Urethane	8.38	4
ADRA1D	146	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Urethane	8.38	2
ART2A	11871	Adenocarcinoma of Lung	MESH:D000077192		N-nitroso-tris-chloroethylurea|Vehicle Emissions	8.38	2
BMP3	651	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Genistein|Particulate Matter	8.38	4
CNN1	1264	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Asbestos, Amphibole|Tobacco Smoke Pollution	8.38	2
CROT	54677	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Resveratrol|trichostatin A|Vehicle Emissions	8.38	5
CYP2C12	25011	Adenocarcinoma of Lung	MESH:D000077192		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone|Cisplatin|Paclitaxel	8.38	7
DIO2	1734	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene|Cisplatin|Genistein|Particulate Matter|Resveratrol	8.38	7
DIPK1B	138311	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene|Cisplatin|Urethane	8.38	5
GOLGA3	2802	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Cisplatin|Vehicle Emissions	8.38	4
LEFTY1	10637	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene|Cisplatin|Genistein	8.38	4
MAST2	23139	Adenocarcinoma of Lung	MESH:D000077192		Air Pollutants|Genistein|Particulate Matter	8.38	4
PPP2R5B	5526	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter|trichostatin A|Vehicle Emissions	8.38	4
PTH1R	5745	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|tremolite	8.38	2
RIC8A	60626	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter|trichostatin A|Vehicle Emissions	8.38	4
SLC10A4	201780	Adenocarcinoma of Lung	MESH:D000077192		Particulate Matter|trichostatin A|Vehicle Emissions	8.38	4
ACAD9	28976	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.37	2
BRAP	8315	Adenocarcinoma of Lung	MESH:D000077192		Resveratrol|Urethane|Vehicle Emissions	8.37	4
CLTRN	57393	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.37	4
CSNK1D	1453	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
CTSA	5476	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.37	2
CYTB	4519	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
DCLK2	166614	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.37	4
DDIT3	1649	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Asbestos, Amphibole|Tobacco Smoke Pollution|Urethane	8.37	2
DDX39B	7919	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
DNASE1L3	1776	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
DPYSL5	56896	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|trichostatin A|Vehicle Emissions	8.37	4
FCGR2B	2213	Adenocarcinoma of Lung	MESH:D000077192		N-nitroso-tris-chloroethylurea|Paclitaxel|Vehicle Emissions|Vinblastine	8.37	6
FUCA1	2517	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		ethylene dichloride|Tobacco Smoke Pollution	8.37	2
GPSM2	29899	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
HOMER1	9456	Adenocarcinoma of Lung	MESH:D000077192		Cisplatin|Particulate Matter|Vehicle Emissions|Vinblastine	8.37	6
ITIH1	3697	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
LDHD	197257	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
LST1	7940	Adenocarcinoma of Lung	MESH:D000077192		benz(a)anthracene|Resveratrol|Theophylline	8.37	3
NEIL3	55247	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
PITPNC1	26207	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
PKIB	5570	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282		Tobacco Smoke Pollution|Urethane	8.37	1
